OBJECTID,CBSAFP10,GEOID10,NAME10,NAMELSAD10,LSAD10,MEMI10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,GISJOIN,F1900_mean,F1910_mean,F1920_mean,F1930_mean,F1940_mean,F1950_mean,F1960_mean,F1970_mean,F1980_mean,F1990_mean,F2000_mean,F2010_mean,F2020_mean,Shape_Leng,Shape_Area,InPoly_FID,SimPgnFlag,MaxSimpTol,MinSimpTol
"178","12540","12540","Bakersfield-Delano, CA","Bakersfield-Delano, CA Metro Area",M1,"1",G3110,21061565098,79577235,"+35.3466288","-118.7295064",G12540,0.00034588982,0.00098741198,0.00243009774,0.00454386888,0.00664285841,0.0094484092,0.01358430547,0.01753099705,0.02498980068,0.03278266885,0.03757782521,0.04390731335,0.05481318993,7.27730283267,2.09565648477,"191","0",0.00224830512,0.00224830512
"179","39540","39540","Racine, WI","Racine, WI Metro Area",M1,"1",G3110,861173331,1190399042,"+42.7540747","-087.4146760",G39540,0.01941197308,0.03258944385,0.04569606801,0.06248671626,0.07580588027,0.09465108041,0.1219978746,0.14636911088,0.16103436061,0.16925256819,0.18193411265,0.19553666312,0.49727240524,1.4968041934,0.09655885232,"192","0",0.00224830512,0.00224830512
"180","40380","40380","Rochester, NY","Rochester, NY Metro Area",M1,"1",G3110,7583793600,5029416963,"+43.1860498","-077.5544282",G40380,0.1430231991,0.15111118337,0.16227178879,0.17255450245,0.18182113768,0.19538781681,0.22305766448,0.25814082034,0.29888150087,0.33907756336,0.37060038042,0.39032043049,0.41360081937,6.14955799744,0.84919549873,"193","0",0.00224830512,0.00224830512
"181","42900","42900","Seneca Falls, NY","Seneca Falls, NY Micro Area",M2,"2",G3110,838393327,172838984,"+42.7822943","-076.8270880",G42900,0.09034729947,0.09399332592,0.10097639352,0.10690891114,0.11463354344,0.12161661105,0.1362625139,0.15282412557,0.17550364603,0.19416635768,0.21245828699,0.22339636633,0.2392164133,1.64950629794,0.11141122045,"194","0",0.00224830512,0.00224830512
"182","32270","32270","Marshfield-Wisconsin Rapids, WI","Marshfield-Wisconsin Rapids, WI Micro Area",M2,"2",G3110,2054162108,42280594,"+44.4614126","-090.0388252",G32270,0,0,0,0,0,0,0,0,0,0,0,0,0.27164873163,2.05586080772,0.23772508772,"195","0",0.00224830512,0.00224830512
"183","33340","33340","Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI Metro Area",M1,"1",G3110,3767799619,4836287256,"+43.0176546","-087.4815749",G33340,0.03522059298,0.04366642982,0.05443769782,0.07027969769,0.08276274142,0.10005813578,0.1328402558,0.14777792132,0.16164976423,0.16957883858,0.183402235,0.19322072218,0.59254893095,3.02691660041,0.4288593498,"196","0",0.00224830512,0.00224830512
"184","36460","36460","Olean, NY","Olean, NY Micro Area",M2,"2",G3110,3388612085,36610366,"+42.2448527","-078.6810055",G36460,0.0529849657,0.05539337323,0.06201649394,0.06796453073,0.07648518464,0.08391110787,0.09706612173,0.11664355569,0.14313603854,0.16251277186,0.18353160123,0.19825572909,0.2253138228,2.78068398313,0.3743343128,"197","0",0.00224830512,0.00224830512
"185","13780","13780","Binghamton, NY","Binghamton, NY Metro Area",M1,"1",G3110,3171097900,36329058,"+42.1639276","-076.0229431",G13780,0.0782690022,0.0841143347,0.09483077762,0.10778793134,0.12473939559,0.14426280615,0.1732751398,0.20922393469,0.25170001754,0.29107807416,0.31262786665,0.329715722,0.3639888549,3.38184981853,0.34920804473,"198","0",0.00224830512,0.00224830512
"186","22540","22540","Fond du Lac, WI","Fond du Lac, WI Metro Area",M1,"1",G3110,1863633125,119883005,"+43.7547219","-088.4932840",G22540,0.00677464079,0.0072788001,0.00765691959,0.00803503907,0.00844466852,0.00945298714,0.01083942526,0.01216284346,0.01282455256,0.01376985127,0.01556591883,0.01729896647,0.31793546761,2.23864059024,0.22154128705,"199","0",0.00224830512,0.00224830512
"187","10580","10580","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY Metro Area",M1,"1",G3110,7281892392,172655035,"+42.7879202","-073.9423479",G10580,0.0853875306,0.0915165845,0.10178757085,0.11642687058,0.13317905893,0.15459301741,0.1813814267,0.21559009961,0.25679142771,0.29740584231,0.32951839555,0.35605527048,0.38290237113,5.02158766957,0.81960917633,"200","0",0.00224830512,0.00224830512
"188","32860","32860","Menomonie, WI","Menomonie, WI Micro Area",M2,"2",G3110,2201762202,35638625,"+44.9477408","-091.8977203",G32860,0,0,0,0,0,0,0,0,0,0,0,0,0.21677559913,2.06054956558,0.25489029069,"201","0",0.00224830512,0.00224830512
"189","45060","45060","Syracuse, NY","Syracuse, NY Metro Area",M1,"1",G3110,6176814472,1020720449,"+43.0065299","-076.1961167",G45060,0.10483737664,0.11143954495,0.12128931888,0.13232534396,0.1432155185,0.16062035101,0.18800136127,0.21904808207,0.25498565803,0.29644610822,0.32552870825,0.34746463124,0.36541397248,5.05588233314,0.71123930976,"202","0",0.00224830512,0.00224830512
"190","20740","20740","Eau Claire, WI","Eau Claire, WI Metro Area",M1,"1",G3110,4264041775,104046834,"+44.9380290","-091.2855380",G20740,0.00294740457,0.00340525382,0.00430664454,0.00533680536,0.00616665713,0.0075258971,0.00887082928,0.0100297602,0.01217592858,0.01342070623,0.01488010073,0.01609626281,0.25018600126,2.87416483101,0.49774075046,"203","0",0.00224830512,0.00224830512
"191","31660","31660","Malone, NY","Malone, NY Micro Area",M2,"2",G3110,4219398044,177032265,"+44.5943743","-074.3106698",G31660,0.02725008894,0.02955531839,0.03295624333,0.03665599431,0.03901814301,0.042490217,0.04754180007,0.05368907862,0.06333689079,0.07315546069,0.08320170758,0.08997509783,0.09757381715,3.26272631112,0.49737001393,"204","0",0.00224830512,0.00224830512
"192","36780","36780","Oshkosh-Neenah, WI","Oshkosh-Neenah, WI Metro Area",M1,"1",G3110,1125316243,373177955,"+44.0857068","-088.6681488",G36780,0.01555657505,0.01705801393,0.02156233057,0.02306376945,0.02452350169,0.02648371356,0.02990365767,0.03561746674,0.03995495683,0.04412562039,0.04933894983,0.05305084039,0.34666555449,1.66368784991,0.16844756994,"205","0",0.00224830512,0.00224830512
"193","15380","15380","Buffalo-Niagara Falls, NY","Buffalo-Niagara Falls, NY Metro Area",M1,"1",G3110,4053467047,2075800539,"+43.0443711","-078.7773351",G15380,0.16013408577,0.17528024234,0.19616194855,0.21876585733,0.24375317147,0.28436332324,0.34222625436,0.37971491397,0.41541986376,0.44540464072,0.48200144542,0.50523580336,0.52754755278,4.44355057577,0.44793116068,"206","0",0.00224830512,0.00224830512
"194","31940","31940","Marinette, WI-MI","Marinette, WI-MI Micro Area",M2,"2",G3110,6328446053,1152013649,"+45.4352790","-087.7692157",G31940,9.72356e-06,1.944712e-05,2.917068e-05,3.889424e-05,4.86178e-05,4.86178e-05,5.834136e-05,8.751203e-05,0.00013612983,0.00019447118,0.00024308898,0.00027225966,0.14151668077,4.57486002864,0.73898426807,"207","0",0.00224830512,0.00224830512
"195","24100","24100","Gloversville, NY","Gloversville, NY Micro Area",M2,"2",G3110,1283258864,96893251,"+43.1156093","-074.4236782",G24100,0.05320835031,0.05737445094,0.068016121,0.08259747317,0.09858262012,0.11569985962,0.13145858805,0.15265136078,0.17638002083,0.194765204,0.21301453607,0.22845627859,0.23783000498,1.92014020258,0.1525727961,"208","0",0.00224830512,0.00224830512
"196","46540","46540","Utica-Rome, NY","Utica-Rome, NY Metro Area",M1,"1",G3110,6795865243,237538651,"+43.3322887","-075.1731690",G46540,0.05735738404,0.06088501866,0.06663408566,0.0721254665,0.07896747823,0.0883508086,0.10422072152,0.11934423316,0.1360316332,0.15419406433,0.1696552337,0.1822107695,0.20019548605,4.95790737073,0.78065349659,"209","0",0.00224830512,0.00224830512
"197","38460","38460","Plattsburgh, NY","Plattsburgh, NY Micro Area",M2,"2",G3110,2688025469,206355454,"+44.7527103","-073.7056478",G38460,0.04458791268,0.04709260899,0.05145423531,0.05613974478,0.06179690368,0.0679722756,0.0808844169,0.0942499946,0.11897307452,0.14322112582,0.16319391963,0.17759592339,0.18832725153,2.50674442461,0.32858730011,"210","0",0.00224830512,0.00224830512
"198","28740","28740","Kingston, NY","Kingston, NY Metro Area",M1,"1",G3110,2911755518,94599622,"+41.9472321","-074.2654470",G28740,0.07180137656,0.07947432992,0.09228337943,0.112599031,0.13478613462,0.15462352623,0.1862718596,0.21748352083,0.24530577447,0.27682934437,0.29839263064,0.31773096837,0.33700692437,2.89921524942,0.32619479943,"211","0",0.00224830512,0.00224830512
"199","24020","24020","Glens Falls, NY","Glens Falls, NY Metro Area",M1,"1",G3110,4398151987,205532350,"+43.4404500","-073.6367568",G24020,0.04700228087,0.05015205822,0.05578635821,0.06201802976,0.06983816661,0.07943684153,0.09107201043,0.10907461714,0.1330509395,0.15719018138,0.17364505268,0.18929890301,0.21548821549,4.04049311478,0.51103574581,"212","0",0.00224830512,0.00224830512
"200","33820","33820","Monroe, WI","Monroe, WI Micro Area",M2,"2",G3110,1512440867,1315724,"+42.6777275","-089.6056390",G33820,0,0,0,8.257638e-05,8.257638e-05,8.257638e-05,8.257638e-05,8.257638e-05,8.257638e-05,8.257638e-05,8.257638e-05,8.257638e-05,0.2132535095,1.6487722841,0.16652215774,"213","0",0.00224830512,0.00224830512
"201","21300","21300","Elmira, NY","Elmira, NY Metro Area",M1,"1",G3110,1055035677,8877179,"+42.1552807","-076.7471788",G21300,0.09273506783,0.09708110648,0.10677159805,0.11628589887,0.12991131732,0.14811769543,0.18282727433,0.21677335996,0.2451988019,0.26739883714,0.293240148,0.30968461855,0.32859575968,1.54080675398,0.11575808949,"214","0",0.00224830512,0.00224830512
"202","12660","12660","Baraboo, WI","Baraboo, WI Micro Area",M2,"2",G3110,2152025932,45881330,"+43.4279976","-089.9433290",G12660,0,0,0,0,0,0,0,0,0,0,2.84406e-05,2.84406e-05,0.23727994084,2.30715755463,0.24439078129,"215","0",0.00224830512,0.00224830512
"203","27500","27500","Janesville, WI","Janesville, WI Metro Area",M1,"1",G3110,1859980029,20625910,"+42.6699307","-089.0751194",G27500,0.01717893338,0.01864097026,0.02080079747,0.02309353713,0.02508722379,0.02827712245,0.03415849809,0.04003987373,0.04419338761,0.04678518026,0.05382953979,0.05924572188,0.25466024256,1.87746911726,0.20661304733,"216","0",0.00224830512,0.00224830512
"204","48140","48140","Wausau, WI","Wausau, WI Metro Area",M1,"1",G3110,4001488029,81139058,"+44.8980363","-089.7578230",G48140,0.00338329174,0.00376601705,0.00436306854,0.00497542904,0.00566433459,0.00647571225,0.00721054485,0.00780759633,0.00846588387,0.0090016993,0.00999678511,0.01108372499,0.31900920072,3.05646914268,0.46464993277,"217","0",0.00224830512,0.00224830512
"205","32980","32980","Merrill, WI","Merrill, WI Micro Area",M2,"2",G3110,2276530049,72588161,"+45.3383191","-089.7420823",G32980,0,0,0,0,0,0,0,0,0,0,0,0,0.15906793637,2.10424878493,0.26954791954,"218","0",0.00224830512,0.00224830512
"206","43100","43100","Sheboygan, WI","Sheboygan, WI Metro Area",M1,"1",G3110,1324171349,1968280402,"+43.7460015","-087.7305455",G43100,0.02051473331,0.02335882134,0.02783476315,0.03907124207,0.0426613204,0.04760350615,0.0540842969,0.06051846326,0.0662998881,0.06760537113,0.06909735173,0.06993659082,0.34805110034,1.54382107855,0.15004703408,"219","0",0.00224830512,0.00224830512
"207","13180","13180","Beaver Dam, WI","Beaver Dam, WI Micro Area",M2,"2",G3110,2267857853,81401698,"+43.4227057","-088.7043791",G13180,0,0,0,0,0,0,0,0,0,0,0,0,0.30105610385,2.0889716627,0.26112651483,"220","0",0.00224830512,0.00224830512
"208","44620","44620","Stevens Point, WI","Stevens Point, WI Micro Area",M2,"2",G3110,2073747839,56926153,"+44.4762457","-089.4980699",G44620,0.00407756168,0.00434157646,0.00472293115,0.00498694594,0.00530963067,0.00598433512,0.00665903957,0.00789110857,0.00853647804,0.00888849776,0.01020857168,0.01085394115,0.27636480976,2.11362858877,0.24072773665,"221","0",0.00224830512,0.00224830512
"209","48580","48580","Whitewater, WI","Whitewater, WI Micro Area",M2,"2",G3110,1437771449,55507309,"+42.6681095","-088.5417306",G48580,4.186553e-05,4.186553e-05,8.373106e-05,0.00012559658,0.00016746211,0.00016746211,0.00020932764,0.00020932764,0.00025119317,0.0002930587,0.0002930587,0.00046052081,0.31621033241,1.64078294487,0.16425488431,"222","0",0.00224830512,0.00224830512
"210","38420","38420","Platteville, WI","Platteville, WI Micro Area",M2,"2",G3110,2970324643,94521211,"+42.8700621","-090.6953683",G38420,0,0,0,0,0,0,0,0,0,0,0,2.038819e-05,0.14381830044,2.54523992946,0.3375096332,"223","0",0.00224830512,0.00224830512
"211","31820","31820","Manitowoc, WI","Manitowoc, WI Micro Area",M2,"2",G3110,1525716187,2343921717,"+44.1051076","-087.3138281",G31820,0.00980710002,0.01086075539,0.01252228886,0.01475117523,0.01706111201,0.01953314962,0.02180256119,0.02411249797,0.02601718269,0.02698978765,0.02917814881,0.03067758146,0.37526341384,1.79394365289,0.17334298887,"224","0",0.00224830512,0.00224830512
"212","18940","18940","Crowley, LA","Crowley, LA Micro Area",M2,"2",G3110,1696750566,6048801,"+30.2914970","-092.4110366",G18940,0,0,0,0,0,0,0,0,3.67269e-05,7.34538e-05,0.0001101807,0.0001469076,0.195938005,2.0754329898,0.15981573759,"226","0",0.00224830512,0.00224830512
"213","40220","40220","Roanoke, VA","Roanoke, VA Metro Area",M1,"1",G3110,4839854582,72736019,"+37.2862262","-079.9469346",G40220,0.0197969414,0.02587852108,0.03637497137,0.05031934655,0.06455635003,0.08448052113,0.10861599532,0.13368024632,0.16828672485,0.19571744828,0.23099824423,0.25472658337,0.29089798723,4.64554467888,0.49894806842,"227","0",0.00224830512,0.00224830512
"214","32300","32300","Martinsville, VA","Martinsville, VA Micro Area",M2,"2",G3110,1018617380,5433097,"+36.6826470","-079.8739442",G32300,0.0046395214,0.00634881875,0.01324705451,0.02710457237,0.05897075881,0.10121482205,0.15035712105,0.20395580245,0.24735974605,0.27452536475,0.30779561687,0.32116476406,0.37195531408,1.49895718677,0.10330602964,"228","0",0.00224830512,0.00224830512
"215","23240","23240","Fredericksburg, TX","Fredericksburg, TX Micro Area",M2,"2",G3110,2740760701,8978625,"+30.3263898","-098.9421064",G23240,0.00665999909,0.01027412829,0.01263808701,0.01600218212,0.01932081647,0.02329863163,0.02609446743,0.03082238487,0.04400600082,0.05782606719,0.07560121835,0.09553575488,0.12453970996,2.15192722511,0.2582508387,"229","0",0.00224830512,0.00224830512
"216","46620","46620","Uvalde, TX","Uvalde, TX Micro Area",M2,"2",G3110,4019520455,17322264,"+29.3503398","-099.7610739",G46620,7.740897e-05,0.00029415407,0.0004644538,0.00080505326,0.00150173396,0.00308087689,0.00535670052,0.00818986871,0.0108062918,0.01289633391,0.01497089423,0.01673581868,0.01899616052,2.47096882671,0.37529192228,"230","0",0.00224830512,0.00224830512
"217","43300","43300","Sherman-Denison, TX","Sherman-Denison, TX Metro Area",M1,"1",G3110,2415950507,120105690,"+33.6245082","-096.6756986",G43300,0.01221704968,0.01495110717,0.0229315993,0.03155250129,0.04258725584,0.0552476662,0.06990319959,0.09315500382,0.12492918545,0.15956058031,0.19993103278,0.23865119831,0.29116480702,2.35753615419,0.24620081983,"231","0",0.00224830512,0.00224830512
"218","37780","37780","Pecos, TX","Pecos, TX Micro Area",M2,"2",G3110,6825588429,17396749,"+31.3083660","-103.7127060",G37780,0.00021007444,0.00028314381,0.00036534685,0.00044754989,0.00057542129,0.00099557017,0.00121477828,0.00148878842,0.00182673426,0.00204594237,0.00226515048,0.00240215555,0.00302324519,4.21380989197,0.64864563573,"232","0",0.00224830512,0.00224830512
"219","28780","28780","Kingsville, TX","Kingsville, TX Micro Area",M2,"2",G3110,6059631949,1803578450,"+27.1245890","-097.5751599",G28780,2.07708e-05,9.346862e-05,0.00021809345,0.0004569577,0.00168243517,0.00349988057,0.00449687919,0.00571197125,0.00695821953,0.00806945757,0.00967919492,0.01081120377,0.0122859309,17.2696889896,0.54734680123,"233","0",0.00224830512,0.00224830512
"220","47020","47020","Victoria, TX","Victoria, TX Metro Area",M1,"1",G3110,5804156413,1398291562,"+28.6068442","-096.9822379",G47020,0.00127112857,0.00179638831,0.00320408442,0.00566230001,0.01016902858,0.01578930781,0.02378376107,0.03093779874,0.04045550525,0.0494794676,0.05797817021,0.06651889359,0.08795999622,9.77972941254,0.54892080513,"234","0",0.00224830512,0.00224830512
"221","13060","13060","Bay City, TX","Bay City, TX Micro Area",M2,"2",G3110,2849700666,1326679773,"+28.7833407","-095.9977554",G13060,0.00044369322,0.00173251637,0.00238749208,0.00354954574,0.00515529263,0.00891612085,0.01360659201,0.02032537503,0.02784703148,0.0330445806,0.03680540883,0.04079864779,0.05068666808,6.29349099259,0.27381039425,"235","0",0.00224830512,0.00224830512
"222","10180","10180","Abilene, TX","Abilene, TX Metro Area",M1,"1",G3110,7105575299,36849277,"+32.4520222","-099.7187428",G10180,0.00030626799,0.00152258945,0.00356145924,0.00938930162,0.01572467382,0.02172752649,0.02846542234,0.03360197412,0.04374381995,0.05325562877,0.06098233271,0.06920781596,0.08733888116,3.81816333998,0.68485037155,"236","0",0.00224830512,0.00224830512
"223","31620","31620","Magnolia, AR","Magnolia, AR Micro Area",M2,"2",G3110,1984066985,1813507,"+33.2150704","-093.2269012",G31620,0.00056787709,0.00132504653,0.00306022652,0.0046692116,0.00788718175,0.010978957,0.01369214752,0.01981260056,0.03621793861,0.05110893775,0.06145692021,0.06577909581,0.09451998612,1.83783723361,0.19205911633,"237","0",0.00224830512,0.00224830512
"224","25760","25760","Helena-West Helena, AR","Helena-West Helena, AR Micro Area",M2,"2",G3110,1801758335,82056090,"+34.4258423","-090.8483856",G25760,0,0,0,0,3.31763e-05,6.63526e-05,6.63526e-05,9.95289e-05,0.00019905779,0.00033176299,0.00076305487,0.00126069936,0.05809169929,2.76866478868,0.18492373927,"238","0",0.00224830512,0.00224830512
"225","34260","34260","Mountain Home, AR","Mountain Home, AR Micro Area",M2,"2",G3110,1435587546,83997217,"+36.2807100","-092.3304383",G34260,0.00020561747,0.00041123494,0.00057572891,0.0006579759,0.00098696385,0.00185055722,0.0033721265,0.00884155118,0.01957478307,0.03022576798,0.06041041247,0.10128716536,0.24690545709,2.11962617664,0.15282870587,"239","0",0.00224830512,0.00224830512
"226","22900","22900","Fort Smith, AR-OK","Fort Smith, AR-OK Metro Area",M1,"1",G3110,10350493246,249613330,"+35.2407464","-094.4689702",G22900,0.00079021082,0.00176323161,0.00319032876,0.00599734631,0.01053221289,0.01608727702,0.02303995282,0.03340704703,0.04974789916,0.06372991302,0.08156862745,0.10043933363,0.1302373581,6.00789462171,1.04955730161,"240","0",0.00224830512,0.00224830512
"227","27860","27860","Jonesboro, AR","Jonesboro, AR Metro Area",M1,"1",G3110,3795873677,27685268,"+35.7013160","-090.6501165",G27860,8.171003e-05,0.00032684011,0.00083344228,0.00201006668,0.00451039352,0.00805660871,0.01286115832,0.01853183423,0.02604915675,0.03044515623,0.03603412211,0.04727742189,0.14032880115,2.63401295663,0.38010112179,"241","0",0.00224830512,0.00224830512
"228","25460","25460","Harrison, AR","Harrison, AR Micro Area",M2,"2",G3110,3654802244,35976249,"+36.0933062","-093.1707052",G25460,0.00040640081,0.00071120142,0.0010837355,0.00138853611,0.00209973753,0.0032512065,0.0052154771,0.00877148421,0.01522309711,0.02423164846,0.03798154263,0.05289983913,0.09560579121,2.9768025521,0.36924282753,"242","0",0.00224830512,0.00224830512
"229","15780","15780","Camden, AR","Camden, AR Micro Area",M2,"2",G3110,3525917076,27976624,"+33.5675198","-092.7082209",G15780,0.00098497907,0.0016181799,0.00291975938,0.00645513069,0.01234741619,0.01890808035,0.02277764098,0.02645372357,0.03162486369,0.03618039188,0.0390122067,0.04029619728,0.04509797024,2.87083053205,0.34496592572,"243","0",0.00224830512,0.00224830512
"230","30780","30780","Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area",M1,"1",G3110,10580594243,293548331,"+34.7558188","-092.4007324",G30780,0.0019363476,0.00334407805,0.00567688851,0.00991731738,0.01691000293,0.02778112952,0.0415711421,0.06135981016,0.09335838519,0.12301840392,0.1606996133,0.18892891823,0.21968639213,6.19331059121,1.0708116054,"244","0",0.00224830512,0.00224830512
"231","38220","38220","Pine Bluff, AR","Pine Bluff, AR Metro Area",M1,"1",G3110,5257793851,141579093,"+34.0812084","-091.9457289",G38220,0.00087974163,0.00194469203,0.0034610888,0.00561414069,0.00957297804,0.01480512565,0.02205141858,0.03101089259,0.04300316012,0.05198578523,0.06136197896,0.06750859484,0.07676903309,3.72325110713,0.52720676905,"245","0",0.00224830512,0.00224830512
"232","22620","22620","Forrest City, AR","Forrest City, AR Micro Area",M2,"2",G3110,1644048592,20050191,"+35.0144383","-090.7421993",G22620,0,0,0,0,0,3.754599e-05,0.00015018398,0.00018772997,0.00030036795,0.00045055193,0.0006382819,0.00101374183,0.08376511226,2.06704434315,0.16479954538,"246","0",0.00224830512,0.00224830512
"233","22220","22220","Fayetteville-Springdale-Rogers, AR-MO","Fayetteville-Springdale-Rogers, AR-MO Metro Area",M1,"1",G3110,8192284949,129545950,"+36.1976326","-094.1198967",G22220,0.00421348315,0.00636153338,0.00934326744,0.01387219852,0.02012107192,0.02788709968,0.0371928138,0.05454245028,0.08084479962,0.10423301088,0.14789250736,0.19032025476,0.2740266178,4.44665030241,0.83333816722,"247","0",0.00224830512,0.00224830512
"234","13900","13900","Bismarck, ND","Bismarck, ND Metro Area",M1,"1",G3110,9217569153,141984331,"+46.8373553","-100.9054499",G13900,0.00028047119,0.00040735102,0.00078131261,0.00108849534,0.00124876459,0.00176296178,0.0028113898,0.0039199188,0.00732564041,0.00864118386,0.0114792852,0.01480487219,0.0352659134,6.56925529995,1.10447278595,"248","0",0.00224830512,0.00224830512
"235","48780","48780","Williston, ND","Williston, ND Micro Area",M2,"2",G3110,5380444836,182522864,"+48.3458667","-103.4873995",G48780,0,0,0,0,0,0,0,0,0,0,0,0,0.01152873757,4.17178492514,0.67493772118,"249","0",0.00224830512,0.00224830512
"236","24220","24220","Grand Forks, ND-MN","Grand Forks, ND-MN Metro Area",M1,"1",G3110,8825395590,77140098,"+47.8359290","-096.8426809",G24220,0.00610188534,0.0078573184,0.01059579398,0.01194396658,0.0130814872,0.01447881192,0.01664150546,0.01907804655,0.02390899835,0.02621914826,0.02906294983,0.03163992557,0.05314749149,6.65156018971,1.06927465688,"250","0",0.00224830512,0.00224830512
"237","27420","27420","Jamestown, ND","Jamestown, ND Micro Area",M2,"2",G3110,5754239519,197315065,"+46.9711034","-098.9575923",G27420,0,0,0,0,0,0,0,0,0,0,0,0,0.03156081628,3.47798516189,0.70310062317,"251","0",0.00224830512,0.00224830512
"238","47420","47420","Wahpeton, ND-MN","Wahpeton, ND-MN Micro Area",M2,"2",G3110,5663621089,25586582,"+46.2939501","-096.7907012",G47420,0.00282265593,0.00396489802,0.00517303869,0.00593087239,0.00629331459,0.00704016519,0.00783094817,0.00865468045,0.01013739854,0.01088424914,0.01182879548,0.01277334183,0.02718316511,3.42977889819,0.66443173197,"252","0",0.00224830512,0.00224830512
"239","22020","22020","Fargo, ND-MN","Fargo, ND-MN Metro Area",M1,"1",G3110,7278651684,26532995,"+46.9156482","-096.9597366",G22020,0.00368833169,0.00558812203,0.00763339181,0.00889136109,0.00981558342,0.01115057122,0.01379487399,0.01682426939,0.02354199649,0.02634033631,0.03091010226,0.03684908647,0.09005177357,4.46480442839,0.86265561618,"253","0",0.00224830512,0.00224830512
"240","42140","42140","Santa Fe, NM","Santa Fe, NM Metro Area",M1,"1",G3110,4945359181,3774631,"+35.5137223","-105.9664409",G42140,0.00262689282,0.00304365946,0.00471072606,0.00654197345,0.00920675415,0.01295765398,0.01659489019,0.02424824137,0.03610714692,0.0553541885,0.08195147826,0.09681615539,0.10690696,3.12984069231,0.49223552036,"254","0",0.00224830512,0.00224830512
"241","45820","45820","Topeka, KS","Topeka, KS Metro Area",M1,"1",G3110,8372465758,148305790,"+39.0413888","-095.8026393",G45820,0.01899165951,0.02395047057,0.03013431336,0.03570197252,0.03944308737,0.04415982629,0.05117991828,0.0625793153,0.08146094203,0.09368191721,0.1122847942,0.12654504376,0.14839022029,5.3993930387,0.8864544231,"255","0",0.00224830512,0.00224830512
"242","28140","28140","Kansas City, MO-KS","Kansas City, MO-KS Metro Area",M1,"1",G3110,20272726465,318813092,"+38.9086649","-094.5086766",G28140,0.02052071193,0.02791435995,0.03841297591,0.04761254371,0.05558894231,0.06538643648,0.08086878399,0.099371115,0.1312918852,0.15495095183,0.18522059538,0.20527085762,0.23813556235,8.65166890315,2.13872328789,"256","0",0.00224830512,0.00224830512
"243","41140","41140","St. Joseph, MO-KS","St. Joseph, MO-KS Metro Area",M1,"1",G3110,4287701449,51002862,"+39.8348430","-094.7837537",G41140,0.02364981575,0.02963783971,0.04031840166,0.04840799171,0.05453995854,0.06024009673,0.06644403501,0.07582911101,0.09002187932,0.09839935514,0.1124049977,0.12383406264,0.13786849378,4.04162499446,0.45718741081,"257","0",0.00224830512,0.00224830512
"244","19980","19980","Dodge City, KS","Dodge City, KS Micro Area",M2,"2",G3110,2844508251,2097359,"+37.6883653","-099.8847340",G19980,0.00276649468,0.00867274124,0.01071467779,0.01341530355,0.01444724997,0.01615984191,0.01747722033,0.0192776375,0.02268086508,0.02426171918,0.02593039851,0.02729168954,0.03693050829,2.22454707908,0.29122187764,"258","0",0.00224830512,0.00224830512
"245","17700","17700","Coffeyville, KS","Coffeyville, KS Micro Area",M2,"2",G3110,1666728264,20601764,"+37.1895369","-095.7424028",G17700,0.01581013033,0.0192535545,0.02217861374,0.02414099526,0.02569609005,0.02665876777,0.02802873223,0.02995408768,0.03406398104,0.03539691943,0.03684093602,0.03802577014,0.04513477488,1.65779806145,0.17129420673,"259","0",0.00224830512,0.00224830512
"246","30580","30580","Liberal, KS","Liberal, KS Micro Area",M2,"2",G3110,1656290756,2562633,"+37.1805849","-100.8547406",G30580,0.00158221887,0.00259935958,0.00527406291,0.00719532869,0.00855151629,0.00983236014,0.01201732906,0.01367489169,0.01676398568,0.01849689207,0.02026747033,0.02109625165,0.03138067433,1.64486725638,0.1689712681,"260","0",0.00224830512,0.00224830512
"247","23780","23780","Garden City, KS","Garden City, KS Micro Area",M2,"2",G3110,3372079580,1825540,"+38.0498552","-100.7399289",G23780,0.00133382734,0.00251945165,0.00411263431,0.00620600222,0.00728047425,0.00892923305,0.01022600963,0.01202297147,0.0161170804,0.01824749907,0.02080400148,0.02232308262,0.03480918859,2.83408955834,0.34584814052,"261","0",0.00224830512,0.00224830512
"248","26740","26740","Hutchinson, KS","Hutchinson, KS Micro Area",M2,"2",G3110,3251332369,43417440,"+37.9481849","-098.0783463",G26740,0.01633590104,0.02299548439,0.03115394832,0.03677000721,0.04109589041,0.04506128335,0.05018403977,0.05714719387,0.06845520434,0.07223086556,0.07780897811,0.08323530528,0.09822411111,2.45474275325,0.33763539127,"262","0",0.00224830512,0.00224830512
"249","25700","25700","Hays, KS","Hays, KS Micro Area",M2,"2",G3110,2330762469,1197085,"+38.9145957","-099.3173291",G25700,0.00160806175,0.00493138937,0.00774549743,0.01005038593,0.01198006003,0.0147941681,0.01894832762,0.02280767581,0.02923992281,0.03210763293,0.03591337907,0.04103237564,0.05421848199,1.98181805451,0.24203778395,"263","0",0.00224830512,0.00224830512
