OBJECTID,CBSAFP10,GEOID10,NAME10,NAMELSAD10,LSAD10,MEMI10,MTFCC10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,GISJOIN,F1900_mean,F1910_mean,F1920_mean,F1930_mean,F1940_mean,F1950_mean,F1960_mean,F1970_mean,F1980_mean,F1990_mean,F2000_mean,F2010_mean,F2020_mean,Shape_Leng,Shape_Area,InPoly_FID,SimPgnFlag,MaxSimpTol,MinSimpTol
"1","17260","17260","Clarksdale, MS","Clarksdale, MS Micro Area",M2,"2",G3110,1430818231,79539470,"+34.2286699","-090.6031650",G17260,0.00024823135,0.00210996649,0.00558520541,0.0092259319,0.01427330272,0.01923792975,0.02333374705,0.02709858922,0.03152538166,0.03359397625,0.03719333085,0.03979976004,0.04716395681,2.50168348496,0.14797053097,"1","0",0.00224830512,0.00224830512
"2","40060","40060","Richmond, VA","Richmond, VA Metro Area",M1,"1",G3110,14723982685,400724403,"+37.5227344","-077.5210148",G40060,0.01387708042,0.01704151926,0.02283538697,0.02989005338,0.0407022317,0.05686450976,0.07876259243,0.10402004006,0.14146659091,0.17839472124,0.21960707872,0.25478916874,0.29644114683,8.18622631404,1.53597293792,"2","0",0.00224830512,0.00224830512
"3","13700","13700","Big Spring, TX","Big Spring, TX Micro Area",M2,"2",G3110,2333038341,8841951,"+32.3035834","-101.4385304",G13700,8.005764e-05,0.00117417874,0.00170789635,0.00368265151,0.00483014437,0.00723187362,0.01360979906,0.0191604622,0.02329677368,0.02740639927,0.03100899314,0.03786726443,0.05385210685,1.89992588853,0.22416061197,"3","0",0.00224830512,0.00224830512
"4","19100","19100","Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area",M1,"1",G3110,23122123423,926489485,"+32.8672144","-096.9331637",G19100,0.0039925763,0.0069844092,0.01329299168,0.02167584231,0.03222653712,0.04931195641,0.07550024174,0.10920579963,0.16038927619,0.21745764386,0.2784769985,0.33329694266,0.37912839148,8.63772836475,2.31774846439,"4","0",0.00224830512,0.00224830512
"5","40100","40100","Rio Grande City-Roma, TX","Rio Grande City-Roma, TX Micro Area",M2,"2",G3110,3168018574,15302285,"+26.5463354","-098.7158034",G40100,3.925648e-05,3.925648e-05,3.925648e-05,0.00011776945,0.00021591065,0.00056921899,0.00105992502,0.00274795376,0.0060651265,0.01116846919,0.01640920957,0.02111998744,0.02822541072,2.55757784409,0.28828414968,"5","0",0.00224830512,0.00224830512
"6","37580","37580","Paris, TX","Paris, TX Micro Area",M2,"2",G3110,2349611989,67113408,"+33.6672628","-095.5703477",G37580,0.00043939002,0.00080124063,0.00165417421,0.00261049367,0.00372189196,0.00478159731,0.00697854743,0.01238046007,0.02062548462,0.04357715172,0.07596278108,0.08997156888,0.11713621091,2.33027705969,0.23537494761,"6","0",0.00224830512,0.00224830512
"7","34860","34860","Nacogdoches, TX","Nacogdoches, TX Micro Area",M2,"2",G3110,2451520148,89745988,"+31.6205598","-094.6202497",G34860,0.00041815275,0.00059033329,0.0010822777,0.00174640266,0.00248431927,0.00356659697,0.00504243021,0.01013405485,0.02250645677,0.03495265035,0.05768048211,0.07401303653,0.12281392203,2.97207748916,0.24189178044,"7","0",0.00224830512,0.00224830512
"8","39700","39700","Raymondville, TX","Raymondville, TX Micro Area",M2,"2",G3110,1529528675,501715776,"+26.4810918","-097.5842235",G39700,0,7.996162e-05,0.00015992324,0.0013193667,0.00503758196,0.00847593155,0.01075483768,0.01219414681,0.01435311051,0.01715176715,0.02150967536,0.024308332,0.03266432113,5.24236466233,0.14082418358,"8","0",0.00224830512,0.00224830512
"9","47220","47220","Vineland-Millville-Bridgeton, NJ","Vineland-Millville-Bridgeton, NJ Metro Area",M1,"1",G3110,1252784157,502245900,"+39.3283874","-075.1216435",G47220,0.07395513804,0.08301380368,0.1014666411,0.12739647239,0.14340490798,0.1673696319,0.19823619632,0.22335122699,0.24180406442,0.26092791411,0.27698427914,0.2890625,0.3292273773,2.21459819861,0.13617123439,"9","0",0.00224830512,0.00224830512
"10","29660","29660","Laramie, WY","Laramie, WY Micro Area",M2,"2",G3110,11069193896,90515065,"+41.6655141","-105.7218826",G29660,0.00078963727,0.00096884573,0.00125445921,0.00174728247,0.00221770468,0.00257612159,0.00317534988,0.00408819296,0.00530345032,0.00618829209,0.00769476319,0.00937484249,0.01042209192,5.37489095213,1.20526335257,"10","0",0.00224830512,0.00224830512
"11","23940","23940","Gillette, WY","Gillette, WY Micro Area",M2,"2",G3110,12438959289,10357633,"+44.2413213","-105.5520294",G23940,4.016246e-05,0.0001405686,0.00048194949,0.00078818822,0.00107936604,0.00132536109,0.00168180289,0.00263566125,0.0057633126,0.00711377522,0.00945323835,0.01321846871,0.01431289566,4.92961079072,1.40325184921,"11","0",0.00224830512,0.00224830512
"12","16220","16220","Casper, WY","Casper, WY Metro Area",M1,"1",G3110,13831446772,91460814,"+42.9736408","-106.7648769",G16220,0.00015711272,0.0003995152,0.00143645913,0.00184046326,0.00202450958,0.00252727028,0.00387843965,0.00497373973,0.00887911299,0.00985321183,0.01084077748,0.01286528707,0.01390671994,5.15157748771,1.53749052832,"12","0",0.00224830512,0.00224830512
"13","16940","16940","Cheyenne, WY","Cheyenne, WY Metro Area",M1,"1",G3110,6956479515,4269807,"+41.2928302","-104.6603950",G16940,0.00044894588,0.00136479546,0.00307078979,0.00436375391,0.00601587473,0.00753331178,0.01058614373,0.01294759904,0.01887368459,0.0231386704,0.03193800955,0.04471500916,0.04871960636,3.75919689685,0.74937005863,"13","0",0.00224830512,0.00224830512
"14","43260","43260","Sheridan, WY","Sheridan, WY Micro Area",M2,"2",G3110,6537112725,7986343,"+44.7813692","-106.8812114",G43260,0.00129865169,0.00257820557,0.00426836255,0.00547152515,0.0063213781,0.00719032886,0.00805927963,0.00901417058,0.01277644093,0.01478171193,0.01742675986,0.02024368817,0.02390092051,4.68500855067,0.74400025341,"14","0",0.00224830512,0.00224830512
"15","13620","13620","Berlin, NH-VT","Berlin, NH-VT Micro Area",M2,"2",G3110,6366923274,121069124,"+44.6986899","-071.4219364",G13620,0.01030719288,0.01090443209,0.01198331583,0.01310073114,0.01483465143,0.01683829267,0.01928504686,0.02334049378,0.02939958193,0.03495775978,0.03847376482,0.04260627486,0.05970465558,4.51643362072,0.7360490759,"15","0",0.00224830512,0.00224830512
"16","12740","12740","Barre, VT","Barre, VT Micro Area",M2,"2",G3110,1779926134,21213229,"+44.2749532","-072.6094749",G12740,0,0,0,0,0,0,0,0,0,0,0,0,0.23387488718,2.24710021113,0.2028467176,"16","0",0.00224830512,0.00224830512
"17","30100","30100","Lebanon, NH-VT","Lebanon, NH-VT Micro Area",M2,"2",G3110,8715618168,138503078,"+43.8542566","-072.1399466",G30100,0.01735503359,0.01838546666,0.01993817402,0.02206961775,0.02455394952,0.02771582632,0.03170346113,0.03850008469,0.04946078708,0.06116255434,0.06752865451,0.07489695669,0.1813562193,6.23619390051,0.99145108556,"17","0",0.00224830512,0.00224830512
"18","15540","15540","Burlington-South Burlington, VT","Burlington-South Burlington, VT Metro Area",M1,"1",G3110,3242912847,657476013,"+44.6860126","-073.0414959",G15540,0,0,0,0,0,0,0,1.602718e-05,1.602718e-05,3.205436e-05,3.205436e-05,3.205436e-05,0.22821104593,3.6327937796,0.44226930893,"18","0",0.00224830512,0.00224830512
"19","40860","40860","Rutland, VT","Rutland, VT Micro Area",M2,"2",G3110,2408224790,38744350,"+43.5808439","-073.0381964",G40860,2.554996e-05,2.554996e-05,5.109993e-05,7.664989e-05,7.664989e-05,7.664989e-05,7.664989e-05,7.664989e-05,7.664989e-05,0.00012774981,0.00012774981,0.00012774981,0.16173126549,2.80021708628,0.27248536541,"19","0",0.00224830512,0.00224830512
"20","19500","19500","Decatur, IL","Decatur, IL Metro Area",M1,"1",G3110,1503976676,13406333,"+39.8602372","-088.9615288",G19500,0.03242419249,0.04012854318,0.05355965722,0.06686717205,0.07597231378,0.08635464733,0.10505932762,0.11680125247,0.13480553725,0.1424686882,0.15540540541,0.16459294661,0.21905899802,1.735537484,0.15960369547,"20","0",0.00224830512,0.00224830512
"21","44100","44100","Springfield, IL","Springfield, IL Metro Area",M1,"1",G3110,3063280812,25219005,"+39.8285397","-089.6960914",G44100,6.071154e-05,6.071154e-05,6.071154e-05,6.071154e-05,6.071154e-05,6.071154e-05,6.071154e-05,8.094872e-05,0.00012142308,0.00012142308,0.00012142308,0.00014166026,0.19868863075,2.90465919129,0.32487753368,"21","0",0.00224830512,0.00224830512
"22","34500","34500","Mount Vernon, IL","Mount Vernon, IL Micro Area",M2,"2",G3110,2605097951,35848826,"+38.2087765","-088.7531733",G34500,0.00139618534,0.00172748355,0.00269771404,0.00307634057,0.00347863127,0.00399924275,0.00470916749,0.00530077145,0.0062946661,0.00674428511,0.00754886649,0.00766718728,0.15322542477,2.68801752461,0.27204314145,"22","0",0.00224830512,0.00224830512
"23","31380","31380","Macomb, IL","Macomb, IL Micro Area",M2,"2",G3110,1526558259,2012556,"+40.4557890","-090.6775788",G31380,0.00171729975,0.0019217402,0.01435171934,0.01598724292,0.01750010222,0.02011693994,0.0221613444,0.02600482479,0.02915320767,0.03025718608,0.03266958335,0.03728993744,0.13677065871,1.6248424005,0.16205040925,"23","0",0.00224830512,0.00224830512
"24","27300","27300","Jacksonville, IL","Jacksonville, IL Micro Area",M2,"2",G3110,2123022482,13892157,"+39.6939496","-090.2850474",G27300,0.00772042696,0.00982599795,0.01330603889,0.01508992543,0.0160549788,0.01751718087,0.01935955549,0.02178681094,0.02634888142,0.0276063752,0.03126188039,0.03322123117,0.11998830238,2.0220780555,0.2241023689,"24","0",0.00224830512,0.00224830512
"25","41500","41500","Salinas, CA","Salinas, CA Metro Area",M1,"1",G3110,8496702738,1270714482,"+36.2401070","-121.3155732",G41500,0.00139058769,0.0022933776,0.00363300134,0.00680732716,0.01123390995,0.01601724038,0.02259887006,0.02892568,0.03696342245,0.04329751296,0.04806628225,0.05306074902,0.06175374221,5.90855514049,0.86018953478,"25","0",0.00224830512,0.00224830512
"26","39780","39780","Red Bluff, CA","Red Bluff, CA Micro Area",M2,"2",G3110,7639709781,32276063,"+40.1261561","-122.2322757",G39780,0.00024445096,0.00114077116,0.00302304358,0.00528828917,0.00734167726,0.00990026401,0.01386851798,0.01804862944,0.02624588508,0.03277272579,0.03994328738,0.046445683,0.06123496627,4.91067016247,0.81060420298,"26","0",0.00224830512,0.00224830512
"27","42060","42060","Santa Barbara-Santa Maria-Goleta, CA","Santa Barbara-Santa Maria-Goleta, CA Metro Area",M1,"1",G3110,7083838022,2729829365,"+34.5373784","-120.0384850",G42060,0.0029660831,0.00441402308,0.00690623492,0.00996884735,0.01178535387,0.01438287043,0.02049931991,0.02719494537,0.03303935764,0.03819928919,0.04084068273,0.04361370717,0.0630775306,6.64898499322,0.70070775998,"27","0",0.00224830512,0.00224830512
"28","42100","42100","Santa Cruz-Watsonville, CA","Santa Cruz-Watsonville, CA Metro Area",M1,"1",G3110,1152986019,419568865,"+37.0124883","-122.0072050",G42100,0.0232444997,0.03686685767,0.05308395048,0.08362614195,0.11373587762,0.14833234229,0.17979350235,0.21666036002,0.28428563706,0.32017946916,0.33682901779,0.34661333045,0.374722958,2.21256895258,0.11737704147,"28","0",0.00224830512,0.00224830512
"29","20940","20940","El Centro, CA","El Centro, CA Metro Area",M1,"1",G3110,10817352524,790247942,"+33.0408155","-115.3553946",G20940,0,0,0,0,0,0,0,5.38454e-06,5.38454e-06,5.38454e-06,5.38454e-06,5.38454e-06,0.02196352515,5.01463841924,1.12170329832,"29","0",0.00224830512,0.00224830512
"30","14940","14940","Brigham City, UT","Brigham City, UT Micro Area",M2,"2",G3110,14880907163,2547942103,"+41.4760210","-113.0529220",G14940,0.00053432596,0.00090727831,0.00122643945,0.00139857131,0.00164959692,0.00190062254,0.00218750897,0.00255328915,0.00343905098,0.0039267579,0.0047085234,0.00540780905,0.00759531801,6.12081438556,1.8805814845,"30","0",0.00224830512,0.00224830512
"31","45640","45640","Thomasville-Lexington, NC","Thomasville-Lexington, NC Micro Area",M2,"2",G3110,1431421129,37148773,"+35.7951225","-080.2065247",G45640,0.02760997192,0.04045775547,0.06079298902,0.09197651663,0.12771207351,0.17820981877,0.23521654046,0.2915851272,0.36250319068,0.42533821152,0.48864119799,0.52880115715,0.53998978984,1.91720454226,0.14668452028,"31","0",0.00224830512,0.00224830512
"32","33980","33980","Morehead City, NC","Morehead City, NC Micro Area",M2,"2",G3110,1311185243,2161018307,"+34.8583130","-076.5269665",G33980,0.00137245622,0.01415049692,0.01722669191,0.02233790819,0.03274964505,0.05016564127,0.06696639849,0.08353052532,0.1107430194,0.14107903455,0.16303833412,0.18192143871,0.19569332702,14.8060114725,0.12897890365,"32","0",0.00224830512,0.00224830512
"33","40460","40460","Rockingham, NC","Rockingham, NC Micro Area",M2,"2",G3110,1227191624,15790811,"+35.0019574","-079.7478094",G40460,0,0.00734295629,0.01222149575,0.02031886536,0.03445154152,0.05361363979,0.10134285571,0.11547553186,0.13996881758,0.1556606146,0.18080772519,0.19182215963,0.20932454861,2.0089753753,0.12268197689,"33","0",0.00224830512,0.00224830512
"34","27780","27780","Johnstown, PA","Johnstown, PA Metro Area",M1,"1",G3110,1782819861,13680552,"+40.4941269","-078.7152843",G27780,0.02122772829,0.02996241648,0.04172466592,0.0549136971,0.06879871938,0.08741648107,0.10714782851,0.12287722717,0.16662026726,0.19108435412,0.21335606904,0.22856347439,0.30696687082,2.04350717479,0.1905859064,"34","0",0.00224830512,0.00224830512
"35","38300","38300","Pittsburgh, PA","Pittsburgh, PA Metro Area",M1,"1",G3110,13678960186,157922975,"+40.4343484","-079.8280537",G38300,0.07698596601,0.08871634348,0.10730788514,0.12897091571,0.14859230953,0.17787534272,0.21027503376,0.2322632808,0.26199348664,0.28223821203,0.30556346012,0.32398787665,0.44829283937,6.9862151342,1.4689143268,"35","0",0.00224830512,0.00224830512
"36","26500","26500","Huntingdon, PA","Huntingdon, PA Micro Area",M2,"2",G3110,2265305450,37883358,"+40.4223212","-077.9685836",G26500,0.0021713169,0.00274128759,0.00341982412,0.0054011508,0.01055802844,0.02111605689,0.0330311584,0.05094452285,0.08774834437,0.11024861579,0.12981760938,0.14216697427,0.19387145804,2.79178982532,0.24409760175,"36","0",0.00224830512,0.00224830512
"37","30820","30820","Lock Haven, PA","Lock Haven, PA Micro Area",M2,"2",G3110,2299868539,23178658,"+41.2453009","-077.6491409",G30820,0.02555893352,0.02806101859,0.03188140655,0.03586321935,0.04188974683,0.04942290619,0.0577900939,0.06626489817,0.07759154134,0.08711560709,0.09984126557,0.10761656219,0.11980413786,2.68812721659,0.24930032882,"37","0",0.00224830512,0.00224830512
"38","32740","32740","Meadville, PA","Meadville, PA Micro Area",M2,"2",G3110,2621839209,65310694,"+41.6868399","-080.1078113",G32740,0.00016282099,0.00016282099,0.00018608113,0.00025586156,0.0002791217,0.0002791217,0.0003954224,0.00044194269,0.00051172311,0.00053498325,0.00055824339,0.00062802382,0.27961016003,2.55293082302,0.29036815937,"38","0",0.00224830512,0.00224830512
"39","44380","44380","Statesville-Mooresville, NC","Statesville-Mooresville, NC Micro Area",M2,"2",G3110,1486221270,59749281,"+35.8063558","-080.8745449",G44380,0.02429460749,0.03347077371,0.04717438758,0.069569084,0.09317648961,0.13129598189,0.1734174145,0.23162745574,0.28826097502,0.34081170669,0.42113347886,0.47186514674,0.51172285553,1.89711451637,0.15427895946,"39","0",0.00224830512,0.00224830512
"40","23900","23900","Gettysburg, PA","Gettysburg, PA Micro Area",M2,"2",G3110,1343342705,8081576,"+39.8694707","-077.2177296",G23900,0.09708603145,0.10550416281,0.1197039778,0.13172987974,0.14713228492,0.17289546716,0.20379278446,0.25573543016,0.30703052729,0.34569842738,0.37756706753,0.40360777058,0.42553191489,1.55969562062,0.14231802706,"40","0",0.00224830512,0.00224830512
"41","21500","21500","Erie, PA","Erie, PA Metro Area",M1,"1",G3110,2069799485,1966000953,"+42.1179519","-080.0963858",G21500,0.10864279067,0.11905977005,0.13920326619,0.15706523371,0.17423673862,0.20113476029,0.2316652157,0.2597340218,0.3076461229,0.33724595479,0.37182912551,0.39632553811,0.45051184294,3.02036824056,0.22660858295,"41","0",0.00224830512,0.00224830512
"42","14620","14620","Bradford, PA","Bradford, PA Micro Area",M2,"2",G3110,2536109386,13007418,"+41.8145902","-078.5724631",G14620,0.02672223584,0.02900220642,0.03277764158,0.03844079431,0.04327040941,0.04741358176,0.05204707036,0.05606766364,0.06195145869,0.06580044128,0.069110076,0.0712429517,0.07511645011,2.29823159059,0.27637052559,"42","0",0.00224830512,0.00224830512
"43","31300","31300","Lumberton, NC","Lumberton, NC Micro Area",M2,"2",G3110,2458470383,4574244,"+34.6392096","-079.1008811",G31300,0.00251237153,0.0069788098,0.01593706382,0.02788986169,0.04770968151,0.07093008501,0.09417586601,0.12894302754,0.16896332953,0.19548280675,0.23735566553,0.25377490166,0.30491054435,2.20592835749,0.24214721,"43","0",0.00224830512,0.00224830512
"44","25420","25420","Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA Metro Area",M1,"1",G3110,4200832960,108950581,"+40.3363011","-077.0935965",G25420,0.07659173314,0.08146482959,0.08919506889,0.09839013778,0.11118201595,0.13332849891,0.16889050036,0.20327773749,0.25454677302,0.29551849166,0.32770123278,0.34934010152,0.37077592458,3.66436461533,0.45655839828,"44","0",0.00224830512,0.00224830512
"45","14100","14100","Bloomsburg-Berwick, PA","Bloomsburg-Berwick, PA Micro Area",M2,"2",G3110,1588570362,23670819,"+41.0404036","-076.4616535",G14100,0.03756396341,0.04686773143,0.05384555745,0.06237401147,0.0719491394,0.08830826485,0.11048224531,0.13556365328,0.19111490154,0.22654675143,0.26104822453,0.2856256784,0.35028686618,2.00693083065,0.17304085329,"45","0",0.00224830512,0.00224830512
"46","20700","20700","East Stroudsburg, PA","East Stroudsburg, PA Micro Area",M2,"2",G3110,1575452175,23238961,"+41.0562332","-075.3290369",G20700,0,0.06311837629,0.07242579485,0.0870517383,0.10202964296,0.1219741113,0.15271205663,0.20609283955,0.29236244183,0.35716241054,0.39329709437,0.41320245591,0.42485628251,2.07912089376,0.1711930764,"46","0",0.00224830512,0.00224830512
"47","35260","35260","New Castle, PA","New Castle, PA Micro Area",M2,"2",G3110,927669548,11758743,"+40.9927352","-080.3344455",G35260,0.11545884075,0.12710454515,0.15445531377,0.17980967592,0.20110467825,0.23943568244,0.27696812404,0.30851134624,0.35669128901,0.38011579158,0.41378851401,0.4374792041,0.45118786185,1.32639090702,0.10047730103,"47","0",0.00224830512,0.00224830512
"48","34340","34340","Mount Airy, NC","Mount Airy, NC Micro Area",M2,"2",G3110,1378304182,10715854,"+36.4154160","-080.6864631",G34340,0.02392624241,0.02941308747,0.04690802788,0.07141893411,0.10460984934,0.14580616146,0.18308972341,0.22689453564,0.27573645154,0.31041151338,0.36653923994,0.393568698,0.43215651001,1.75411580781,0.13988461534,"48","0",0.00224830512,0.00224830512
"49","49620","49620","York-Hanover, PA","York-Hanover, PA Metro Area",M1,"1",G3110,2341819225,16941352,"+39.9218390","-076.7284464",G49620,0.17290066225,0.18013245033,0.19340397351,0.20908609272,0.22882119205,0.25875496689,0.29970860927,0.3483178808,0.42254304636,0.47719205298,0.5277615894,0.56307284768,0.57565562914,2.63295337011,0.24852977101,"49","0",0.00224830512,0.00224830512
"50","47820","47820","Washington, NC","Washington, NC Micro Area",M2,"2",G3110,2142417945,339348344,"+35.4823128","-076.8420144",G47820,0.00689995071,0.00788565796,0.00982808106,0.01264024585,0.01698895428,0.02127967994,0.0255414142,0.03258632186,0.04122575595,0.04800974111,0.05911344331,0.06699910127,0.07375409503,7.35873758987,0.21386473417,"50","0",0.00224830512,0.00224830512
"51","28820","28820","Kinston, NC","Kinston, NC Micro Area",M2,"2",G3110,1037527054,5768474,"+35.2380617","-077.6390233",G28820,5.9891e-05,0.0665987902,0.07013235911,0.07492363898,0.08187099479,0.09534646943,0.12547164161,0.15284182787,0.18578187698,0.20955860334,0.24794873331,0.26453853986,0.29340600108,1.59471383157,0.1033137204,"51","0",0.00224830512,0.00224830512
"52","42540","42540","Scranton--Wilkes-Barre, PA","Scranton--Wilkes-Barre, PA Metro Area",M1,"1",G3110,4524019996,76389955,"+41.3228807","-075.8981878",G42540,8.150734e-05,9.50919e-05,0.00010867646,0.00013584557,0.00013584557,0.00014943013,0.00021735291,0.00025810658,0.0003803676,0.00051621317,0.00061130507,0.00063847418,0.29588523766,2.99847019205,0.49437413363,"52","0",0.00224830512,0.00224830512
"53","42780","42780","Selinsgrove, PA","Selinsgrove, PA Micro Area",M2,"2",G3110,851343254,7292556,"+40.7553480","-077.0729544",G42780,0,7.277491e-05,7.277491e-05,7.277491e-05,0.00014554981,0.00014554981,0.00043664944,0.00050942435,0.00050942435,0.00065497416,0.00087329889,0.00094607379,0.34495306019,1.48204479743,0.09146722353,"53","0",0.00224830512,0.00224830512
"54","39740","39740","Reading, PA","Reading, PA Metro Area",M1,"1",G3110,2218341544,23955804,"+40.4139565","-075.9268598",G39740,0.15498062394,0.164069252,0.18127073518,0.19674370626,0.21639856143,0.24274443112,0.2787086342,0.31762803535,0.37394407427,0.4252418523,0.47012740807,0.49638964008,0.51557054838,2.20021181113,0.23848217847,"54","0",0.00224830512,0.00224830512
"55","18060","18060","Columbus, MS","Columbus, MS Micro Area",M2,"2",G3110,1309262931,28374834,"+33.4714237","-088.4397227",G18060,0.0063569225,0.00733850612,0.00948864168,0.01318126578,0.02229597083,0.0379545667,0.0580536599,0.09152098719,0.12942881182,0.15527718052,0.18421052632,0.20173880527,0.22300645041,1.87549784472,0.12974617316,"57","0",0.00224830512,0.00224830512
"56","45260","45260","Tallulah, LA","Tallulah, LA Micro Area",M2,"2",G3110,1617283455,68538668,"+32.3658243","-091.2407290",G45260,0,0,0,0,0,0,0,0,0,3.707824e-05,3.707824e-05,7.415647e-05,0.02358175751,2.99119476178,0.16125911701,"58","0",0.00224830512,0.00224830512
"57","43340","43340","Shreveport-Bossier City, LA","Shreveport-Bossier City, LA Metro Area",M1,"1",G3110,6718882148,270542009,"+32.4376822","-093.7448836",G43340,8.048938e-05,0.00023252486,0.00039350361,0.00104636188,0.00275452529,0.0068684267,0.01249373972,0.01777026544,0.02590863562,0.03265185662,0.04116584389,0.05041317879,0.1707984546,4.36936304295,0.67050443228,"59","0",0.00224830512,0.00224830512
"58","22860","22860","Fort Polk South, LA","Fort Polk South, LA Micro Area",M2,"2",G3110,3439271369,35158568,"+31.1105625","-093.1815202",G22860,0,0,0,0,0,0,0,0,0,0,0,1.7995e-05,0.07268179446,2.77141709213,0.32846941843,"60","0",0.00224830512,0.00224830512
"59","38200","38200","Pierre Part, LA","Pierre Part, LA Micro Area",M2,"2",G3110,877120860,67008877,"+29.8998836","-091.0505282",G38200,0,0,0,0,0,0,0,0,0,0,0,0,0.07357615894,1.44838724592,0.08822321397,"61","0",0.00224830512,0.00224830512
"60","16820","16820","Charlottesville, VA","Charlottesville, VA Metro Area",M1,"1",G3110,4258053333,35461362,"+37.9517645","-078.5971179",G16820,0.02001222565,0.0241165512,0.03137916982,0.04031553822,0.05013972172,0.06246725272,0.07974326134,0.10403446469,0.14410257903,0.18179833498,0.22175001455,0.25133899983,0.28025848518,4.14900980169,0.43995994626,"62","0",0.00224830512,0.00224830512
"61","14140","14140","Bluefield, WV-VA","Bluefield, WV-VA Micro Area",M2,"2",G3110,2428992241,7397156,"+37.2480582","-081.3681629",G14140,0.01397901865,0.01987842101,0.03090773848,0.04560494524,0.06189242568,0.07889809424,0.09079949727,0.10175186601,0.12319491112,0.13573755354,0.14820324724,0.15597506861,0.1743145151,3.21436811783,0.2474212122,"63","0",0.00224830512,0.00224830512
"62","45500","45500","Texarkana, TX-Texarkana, AR","Texarkana, TX-Texarkana, AR Metro Area",M1,"1",G3110,3912393484,129583866,"+33.3920771","-094.2127669",G45500,0.00063379193,0.0014376256,0.0027206678,0.00496212707,0.00961508734,0.01875096615,0.02833513681,0.04390168496,0.06715102798,0.09220899675,0.11725150719,0.13356005565,0.16282269284,5.79257635017,0.39190522993,"64","0",0.00224830512,0.00224830512
"63","15220","15220","Brownwood, TX","Brownwood, TX Micro Area",M2,"2",G3110,2446070964,32428770,"+31.7641026","-098.9984697",G15220,0.00032775313,0.00080677693,0.00138664784,0.00269766035,0.00405909641,0.00592476805,0.00789128681,0.011975595,0.02369907221,0.03665792658,0.05665086729,0.07233259379,0.13357200484,2.06369360979,0.23589635116,"65","0",0.00224830512,0.00224830512
"64","19620","19620","Del Rio, TX","Del Rio, TX Micro Area",M2,"2",G3110,8144863995,227711342,"+29.8849608","-101.1466458",G19620,0.00014930164,0.00027620804,0.00048523034,0.00092567018,0.00126906395,0.00173189904,0.00244854692,0.00350858858,0.00535246385,0.0063303896,0.007912987,0.00918951604,0.01108564689,4.35867289141,0.78258141128,"66","0",0.00224830512,0.00224830512
"65","43660","43660","Snyder, TX","Snyder, TX Micro Area",M2,"2",G3110,2345088415,5439993,"+32.7444622","-100.9133987",G43660,2.659999e-05,0.00114379954,0.00260679896,0.00462839815,0.00968239613,0.01452359419,0.01979039208,0.02186519125,0.0259881896,0.02888758845,0.0307495877,0.03229238708,0.04468798212,1.90597283845,0.22627917394,"67","0",0.00224830512,0.00224830512
"66","26660","26660","Huntsville, TX","Huntsville, TX Micro Area",M2,"2",G3110,2030987606,44898006,"+30.7430899","-095.5698884",G26660,0.00051170911,0.00066221179,0.00099331768,0.00150502679,0.00273914876,0.00451508037,0.00704352537,0.01432785504,0.03503702366,0.06348202998,0.09045211005,0.10986695563,0.14812473662,2.01500644554,0.19519666598,"68","0",0.00224830512,0.00224830512
"67","25820","25820","Hereford, TX","Hereford, TX Micro Area",M2,"2",G3110,3876869424,3926829,"+34.9407663","-102.6075637",G25820,0,1.610591e-05,3.221182e-05,4.831774e-05,6.442365e-05,0.00020937686,0.00069255424,0.00204545089,0.00315675885,0.00402647812,0.00584644623,0.00745703748,0.0194881541,2.62062193436,0.38288948609,"69","0",0.00224830512,0.00224830512
"68","33420","33420","Mineral Wells, TX","Mineral Wells, TX Micro Area",M2,"2",G3110,2465126895,87327962,"+32.7522101","-098.3179744",G33420,0.00222848047,0.00389371862,0.00587731113,0.00864454512,0.01221990939,0.01667687033,0.02118280886,0.02894575732,0.03754132484,0.04692053386,0.05884657769,0.073001102,0.09305742623,2.01331230296,0.24553455115,"70","0",0.00224830512,0.00224830512
"69","46340","46340","Tyler, TX","Tyler, TX Metro Area",M1,"1",G3110,2386555662,73211865,"+32.3770925","-095.2696296",G46340,0.0034294424,0.00731614378,0.01514035311,0.03083957831,0.05415978661,0.08045217833,0.10641432745,0.14050552521,0.19954274101,0.24651340023,0.29081671536,0.32917566366,0.39113425632,2.56264541073,0.23570129568,"71","0",0.00224830512,0.00224830512
"70","45940","45940","Trenton-Ewing, NJ","Trenton-Ewing, NJ Metro Area",M1,"1",G3110,581601212,11217700,"+40.2825027","-074.7037240",G45940,0.14792961753,0.16805394584,0.19976820145,0.22884838268,0.25603203035,0.30334000632,0.38204614898,0.43757243705,0.47286903382,0.53081867032,0.57728374249,0.60362448636,0.66705299758,1.43255802185,0.06282017338,"72","0",0.00224830512,0.00224830512
"71","38060","38060","Phoenix-Mesa-Glendale, AZ","Phoenix-Mesa-Glendale, AZ Metro Area",M1,"1",G3110,37725129799,85127244,"+33.1857653","-112.0678624",G38060,0.00022150335,0.00050086204,0.00137530436,0.00313080103,0.00530616226,0.00925189724,0.01587220249,0.02270574603,0.03991192762,0.05423030067,0.07385648897,0.0961341054,0.10331478105,9.24661075152,3.65548214893,"73","0",0.00224830512,0.00224830512
